                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    147,                0.82147,                0.65627,                0.94364,                0.59121,                0.40576,                0.37772,                0.19578,                 1.9885,                 2.4835,                 2.3435,             0.00046226,             0.00046226,             0.00046226
                    148,                0.86935,                 0.6803,                0.94933,                0.66003,                0.39492,                 0.3824,                0.19851,                 1.9778,                 2.5375,                 2.3109,             0.00045401,             0.00045401,             0.00045401
                    149,                0.88003,                0.69482,                0.94243,                0.66003,                0.39492,                 0.3824,                0.19851,                 1.9778,                 2.5375,                 2.3109,             0.00044576,             0.00044576,             0.00044576
                    150,                0.84721,                0.64833,                0.94102,                0.76658,                0.41111,                0.38863,                0.19622,                 2.0293,                 2.5148,                 2.4016,              0.0004375,              0.0004375,              0.0004375
                    151,                0.81719,                 0.6603,                0.95619,                0.78927,                0.45978,                0.44109,                0.20889,                 2.0302,                 2.4898,                 2.4065,             0.00042925,             0.00042925,             0.00042925
                    152,                0.77515,                0.63239,                0.93164,                0.63303,                0.41111,                0.41105,                0.21514,                 2.0282,                 2.4519,                 2.3337,               0.000421,               0.000421,               0.000421
                    153,                0.79585,                0.62491,                0.91955,                0.63303,                0.41111,                0.41105,                0.21514,                 2.0282,                 2.4519,                 2.3337,             0.00041275,             0.00041275,             0.00041275
                    154,                0.80802,                 0.6361,                0.91685,                0.54291,                0.44444,                0.41448,                0.23303,                 2.0391,                 2.4109,                  2.317,              0.0004045,              0.0004045,              0.0004045
                    155,                0.85694,                0.73892,                0.98805,                0.49514,                0.46457,                0.43032,                0.24101,                 1.9999,                 2.4393,                 2.2898,             0.00039625,             0.00039625,             0.00039625
                    156,                0.80395,                0.65254,                0.92301,                0.52274,                0.41111,                0.43342,                0.24859,                 2.0003,                 2.4391,                 2.3002,             0.00038799,             0.00038799,             0.00038799
                    157,                0.77814,                0.64145,                0.92458,                0.52274,                0.41111,                0.43342,                0.24859,                 2.0003,                 2.4391,                 2.3002,             0.00037974,             0.00037974,             0.00037974
                    158,                0.77557,                0.63325,                0.93075,                 0.3777,                0.47778,                0.43101,                0.24355,                 2.0196,                 2.4175,                 2.3103,             0.00037149,             0.00037149,             0.00037149
                    159,                0.72659,                0.62378,                0.91755,                0.38882,                0.47667,                0.42094,                 0.2322,                 2.0079,                 2.4157,                 2.2866,             0.00036324,             0.00036324,             0.00036324
                    160,                0.75433,                0.65377,                0.90978,                0.73428,                0.26667,                 0.4039,                0.22776,                 1.9695,                 2.4454,                 2.2634,             0.00035499,             0.00035499,             0.00035499
                    161,                0.80614,                0.64794,                0.90717,                0.73428,                0.26667,                 0.4039,                0.22776,                 1.9695,                 2.4454,                 2.2634,             0.00034674,             0.00034674,             0.00034674
                    162,                 0.7732,                0.62688,                 0.9473,                0.44521,                0.34859,                0.40121,                0.23764,                 1.9401,                 2.4289,                 2.2635,             0.00033848,             0.00033848,             0.00033848
                    163,                0.77742,                0.61682,                0.92968,                0.45111,                0.44444,                0.38302,                0.24157,                 1.9165,                 2.4529,                 2.2485,             0.00033023,             0.00033023,             0.00033023
                    164,                0.77311,                0.62052,                0.91343,                0.49826,                0.41111,                 0.4006,                0.24272,                 1.8983,                 2.4982,                 2.2533,             0.00032198,             0.00032198,             0.00032198
                    165,                0.78536,                0.64662,                0.93003,                0.49826,                0.41111,                 0.4006,                0.24272,                 1.8983,                 2.4982,                 2.2533,             0.00031373,             0.00031373,             0.00031373
                    166,                0.72538,                0.59151,                0.91686,                0.49106,                0.44444,                0.39531,                0.24145,                 1.9298,                 2.4773,                 2.2753,             0.00030548,             0.00030548,             0.00030548
                    167,                0.78653,                0.63288,                0.91433,                0.43979,                0.47739,                0.38088,                0.24241,                 1.9656,                 2.5111,                 2.2893,             0.00029723,             0.00029723,             0.00029723
                    168,                0.79416,                0.62079,                0.93005,                0.44343,                0.44444,                0.39643,                0.24039,                  1.962,                 2.5345,                  2.279,             0.00028897,             0.00028897,             0.00028897
                    169,                0.82857,                0.62942,                0.94824,                0.44343,                0.44444,                0.39643,                0.24039,                  1.962,                 2.5345,                  2.279,             0.00028072,             0.00028072,             0.00028072
                    170,                0.76133,                0.59629,                0.94463,                0.50806,                0.44444,                0.40872,                0.23904,                 1.9786,                 2.5061,                 2.3203,             0.00027247,             0.00027247,             0.00027247
                    171,                0.80139,                0.63182,                0.97133,                0.59682,                    0.5,                0.44679,                0.24486,                 1.9785,                 2.4613,                 2.3302,             0.00026422,             0.00026422,             0.00026422
                    172,                0.72288,                0.58788,                0.92389,                0.65958,                 0.4947,                 0.4541,                0.24243,                 1.9422,                 2.4492,                 2.2908,             0.00025597,             0.00025597,             0.00025597
                    173,                0.76935,                0.60826,                0.91131,                0.65958,                 0.4947,                 0.4541,                0.24243,                 1.9422,                 2.4492,                 2.2908,             0.00024772,             0.00024772,             0.00024772
                    174,                0.71421,                 0.5804,                0.91393,                0.59535,                0.46667,                0.45466,                0.24997,                 1.9088,                 2.4072,                 2.2827,             0.00023946,             0.00023946,             0.00023946
                    175,                0.75661,                0.59753,                0.90705,                0.62573,                0.46667,                0.46655,                0.25676,                 1.8876,                 2.3677,                 2.2579,             0.00023121,             0.00023121,             0.00023121
                    176,                0.75643,                0.59439,                0.92199,                 0.6262,                0.43333,                0.46994,                0.24673,                 1.9216,                 2.2735,                 2.3122,             0.00022296,             0.00022296,             0.00022296
                    177,                0.73337,                 0.5991,                0.92128,                 0.6262,                0.43333,                0.46994,                0.24673,                 1.9216,                 2.2735,                 2.3122,             0.00021471,             0.00021471,             0.00021471
                    178,                0.72251,                0.59973,                 0.9277,                0.58373,                0.46667,                0.45922,                0.24242,                 1.9263,                 2.2591,                 2.3166,             0.00020646,             0.00020646,             0.00020646
                    179,                0.76746,                 0.6692,                0.97616,                0.64541,                0.46162,                0.46976,                  0.252,                 1.9429,                 2.2284,                 2.3075,             0.00019821,             0.00019821,             0.00019821
                    180,                0.68392,                  0.569,                0.90662,                 0.6163,                0.46667,                0.46714,                0.26098,                 1.9664,                 2.2502,                 2.3147,             0.00018995,             0.00018995,             0.00018995
                    181,                0.77847,                0.60992,                0.89834,                 0.6163,                0.46667,                0.46714,                0.26098,                 1.9664,                 2.2502,                 2.3147,              0.0001817,              0.0001817,              0.0001817
                    182,                0.68171,                0.58043,                0.90601,                0.58722,                0.46667,                0.47642,                0.26447,                 1.9591,                 2.2646,                 2.3178,             0.00017345,             0.00017345,             0.00017345
                    183,                0.74441,                0.60867,                 0.9278,                0.59607,                0.46667,                0.47973,                0.26441,                 1.9633,                 2.2658,                 2.3123,              0.0001652,              0.0001652,              0.0001652
                    184,                0.72908,                0.60148,                0.92327,                0.59644,                0.46667,                0.47336,                0.26449,                 1.9834,                 2.2738,                 2.3186,             0.00015695,             0.00015695,             0.00015695
                    185,                0.73789,                0.57404,                0.89266,                0.59644,                0.46667,                0.47336,                0.26449,                 1.9834,                 2.2738,                 2.3186,              0.0001487,              0.0001487,              0.0001487
                    186,                0.70693,                0.57345,                0.89144,                 0.5963,                0.46667,                0.46799,                0.26077,                 1.9872,                 2.3069,                 2.3057,             0.00014044,             0.00014044,             0.00014044
                    187,                0.69354,                0.56028,                0.91105,                0.55635,                0.41111,                0.44275,                  0.254,                  2.022,                 2.3079,                 2.3198,             0.00013219,             0.00013219,             0.00013219
                    188,                0.75583,                0.65511,                0.92707,                 0.5789,                0.41111,                0.44212,                 0.2525,                 2.0222,                 2.2941,                 2.3281,             0.00012394,             0.00012394,             0.00012394
                    189,                0.78703,                 0.6172,                0.92053,                 0.5789,                0.41111,                0.44212,                 0.2525,                 2.0222,                 2.2941,                 2.3281,             0.00011569,             0.00011569,             0.00011569
                    190,                0.70316,                0.56941,                0.89461,                0.57523,                0.41111,                0.44116,                0.24959,                  2.018,                  2.302,                  2.316,             0.00010744,             0.00010744,             0.00010744
                    191,                0.79624,                0.72585,                0.90139,                0.57314,                0.41111,                0.43825,                0.24229,                 2.0083,                 2.3138,                 2.2973,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    192,                0.77094,                0.72174,                0.89325,                0.63925,                0.41111,                0.44779,                0.23951,                 1.9898,                 2.3511,                 2.2874,             9.0935e-05,             9.0935e-05,             9.0935e-05
                    193,                0.78985,                0.68994,                0.92111,                0.63925,                0.41111,                0.44779,                0.23951,                 1.9898,                 2.3511,                 2.2874,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    194,                0.77922,                0.70919,                0.91187,                0.64195,                0.41111,                0.45099,                0.23528,                 2.0022,                  2.351,                 2.2953,             7.4432e-05,             7.4432e-05,             7.4432e-05
                    195,                0.78486,                0.69619,                0.93323,                0.63687,                0.41111,                0.45655,                0.23491,                 1.9814,                 2.3417,                 2.2935,              6.618e-05,              6.618e-05,              6.618e-05
                    196,                 0.7134,                0.64627,                0.87773,                0.63576,                0.41111,                0.46645,                0.23311,                 1.9713,                 2.3385,                  2.298,             5.7928e-05,             5.7928e-05,             5.7928e-05
                    197,                 0.7336,                0.64834,                0.88435,                0.63576,                0.41111,                0.46645,                0.23311,                 1.9713,                 2.3385,                  2.298,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    198,                0.75791,                0.63883,                 0.9077,                0.61572,                0.41111,                0.46157,                0.23247,                 1.9469,                 2.3458,                 2.2915,             4.1425e-05,             4.1425e-05,             4.1425e-05
                    199,                0.76216,                0.62924,                0.92252,                0.61046,                0.41111,                0.46113,                0.23258,                 1.9499,                 2.3109,                 2.2918,             3.3173e-05,             3.3173e-05,             3.3173e-05
                    200,                0.82197,                0.68308,                0.90835,                0.60524,                0.41111,                0.45342,                0.22934,                 1.9393,                 2.3199,                 2.2914,             2.4922e-05,             2.4922e-05,             2.4922e-05
